award_id,conference,award_year,paper_title,openalex_id,author_id,author_name,author_position,is_corresponding,career_age,pub_count_at_award,institutions,countries,match_route
1,AAAI,2018,,https://openalex.org/W2788603415,https://openalex.org/A5014823249,Jincheng Mei,2,False,4,29,University of Alberta,CA,SS→DOI→OA
2,ACL,2018,,https://openalex.org/W2798397965,https://openalex.org/A5069646529,Adhiguna Kuncoro,3,False,2,38,Google (United States); Cornell University; Center for Applied Linguistics,US; US; US,SS→DOI→OA
5,CHI,2018,,https://openalex.org/W4255717503,https://openalex.org/A5032195981,Sang-Gyun An,2,False,1,8,Korea Advanced Institute of Science and Technology,KR,SS→DOI→OA
9,CHI,2018,,https://openalex.org/W2796063124,https://openalex.org/A5075359884,Sylvia Simioni,3,False,0,2,University of Michigan–Ann Arbor,US,SS→DOI→OA
10,CHI,2018,,https://openalex.org/W2796122895,https://openalex.org/A5035195609,Sean Peacock,1,True,2,16,Newcastle University,GB,SS→DOI→OA
10,CHI,2018,,https://openalex.org/W2796122895,https://openalex.org/A5061115418,Clara Crivellaro,3,False,4,59,Newcastle University,GB,SS→DOI→OA
12,CHI,2018,,https://openalex.org/W2795736453,https://openalex.org/A5021296068,Lydia Michie,1,True,0,2,Newcastle University,GB,GS→title→OA
13,CHI,2018,,https://openalex.org/W2795908329,https://openalex.org/A5084538652,Morgan Klaus Scheuerman,2,False,1,50,"University of Maryland, Baltimore County",US,SS→DOI→OA
15,CHI,2018,,https://openalex.org/W2787712888,https://openalex.org/A5063697388,Martin Porcheron,1,True,5,57,University of Nottingham,GB,SS→DOI→OA
17,CHI,2018,,https://openalex.org/W2795389852,https://openalex.org/A5034634435,Ari Schlesinger,1,True,1,6,Georgia Institute of Technology,US,SS→DOI→OA
20,CHI,2018,,https://openalex.org/W2807472134,https://openalex.org/A5078903072,Robert B. Lull,3,False,4,22,,,SS→title→OA
21,CHI,2018,,https://openalex.org/W2795429875,https://openalex.org/A5011438930,Jessica L. Feuston,2,False,4,21,Northwestern University,US,SS→DOI→OA
21,CHI,2018,,https://openalex.org/W2795429875,https://openalex.org/A5091847639,Caroline Edasis,3,False,2,5,Mather LifeWays,US,SS→DOI→OA
22,CHI,2018,,https://openalex.org/W2795442664,https://openalex.org/A5075026385,Miro Mannino,1,True,0,13,,,SS→DOI→OA
24,CHI,2018,,https://openalex.org/W2795552328,https://openalex.org/A5086240513,Josh Andrés,3,False,3,82,RMIT University,AU,SS→DOI→OA
26,CHI,2018,,https://openalex.org/W2795651511,https://openalex.org/A5109428307,Jen Liu,1,True,1,20,University of Colorado Boulder,US,SS→DOI→OA
27,CHI,2018,,https://openalex.org/W2796034586,https://openalex.org/A5103026409,Sharifa Sultana,1,True,0,67,Cornell University,US,SS→DOI→OA
28,CHI,2018,,https://openalex.org/W2795953912,https://openalex.org/A5091174431,Izabelle Janzen,2,False,2,5,University of British Columbia,CA,SS→DOI→OA
32,FOCS,2018,,https://openalex.org/W2963124215,https://openalex.org/A5011207998,Urmila Mahadev,1,True,4,12,"University of California, Berkeley",US,SS→DOI→OA
33,FOCS,2018,,https://openalex.org/W2787022562,https://openalex.org/A5112345861,Khot Subhash,1,True,0,1,New York University,US,SS→DOI→OA
33,FOCS,2018,,https://openalex.org/W2787022562,https://openalex.org/A5063520549,Dor Minzer,2,False,3,111,Tel Aviv University,IL,SS→DOI→OA
35,FSE,2018,,https://openalex.org/W2899462170,https://openalex.org/A5068145628,Christy A. Coghlan,2,False,0,7,Virginia Tech,US,GS→title→OA
39,FSE,2018,,https://openalex.org/W2899510293,https://openalex.org/A5023724495,Wensheng Dou,2,False,4,88,University of Chinese Academy of Sciences; Institute of Software,CN; CN,SS→DOI→OA
41,ICML,2018,,https://openalex.org/W2787708942,https://openalex.org/A5091720485,Anish Athalye,1,True,5,22,Massachusetts Institute of Technology,US,SS→title→OA
42,ICML,2018,,https://openalex.org/W2790697880,https://openalex.org/A5017596078,Lydia T. Liu,1,True,2,33,"University of California, Berkeley",US,SS→DOI→OA
42,ICML,2018,,https://openalex.org/W2790697880,https://openalex.org/A5047182302,Esther Rolf,3,False,4,59,"University of California, Berkeley",US,SS→DOI→OA
43,ICSE,2018,,https://openalex.org/W2784669118,https://openalex.org/A5102012317,Lingling Fan,1,True,2,63,East China Normal University,CN,SS→DOI→OA
44,ICSE,2018,,https://openalex.org/W2799943342,https://openalex.org/A5071723330,Timo Rehfeld,1,True,2,13,,,GS→title→OA
45,ICSE,2018,,https://openalex.org/W2794694213,https://openalex.org/A5103226106,Leonardo Sousa,1,True,5,32,Pontifical Catholic University of Rio de Janeiro,BR,SS→DOI→OA
46,ICSE,2018,,https://openalex.org/W2795338679,https://openalex.org/A5056334354,Rijnard van Tonder,1,True,5,25,Carnegie Mellon University,US,SS→DOI→OA
48,ICSE,2018,,https://openalex.org/W2794901250,https://openalex.org/A5009835433,Calvin Loncaric,1,True,3,11,University of Washington,US,SS→DOI→OA
49,ICSE,2018,,https://openalex.org/W2964064835,https://openalex.org/A5082629071,Michael Rath,1,True,1,102,Technische Universität Ilmenau,DE,SS→DOI→OA
49,ICSE,2018,,https://openalex.org/W2964064835,https://openalex.org/A5032569584,Jacob Rendall,2,False,3,6,University of Notre Dame,US,SS→DOI→OA
55,IJCAI,2018,,https://openalex.org/W2800007566,https://openalex.org/A5030456881,Chun Kai Ling,1,True,3,50,Carnegie Mellon University,US,SS→DOI→OA
57,IJCAI,2018,,https://openalex.org/W2808551187,https://openalex.org/A5011742954,Giannis Nikolentzos,1,True,3,76,École Polytechnique,FR,SS→DOI→OA
57,IJCAI,2018,,https://openalex.org/W2808551187,https://openalex.org/A5064520344,Polykarpos Meladianos,2,False,3,19,Athens University of Economics and Business,GR,SS→DOI→OA
57,IJCAI,2018,,https://openalex.org/W2808551187,https://openalex.org/A5058510425,Stratis Limnios,3,False,0,14,École Polytechnique,FR,SS→DOI→OA
58,INFOCOM,2018,,https://openalex.org/W2792261072,https://openalex.org/A5100342798,Zihao Li,3,False,1,91,University of Electronic Science and Technology of China,CN,SS→DOI→OA
59,INFOCOM,2018,,https://openalex.org/W2789643397,https://openalex.org/A5082318381,Subhramoy Mohanti,1,True,2,24,Northeastern University,US,SS→DOI→OA
