conference,year,openalex_id,paper_title,cited_by_count,source_id,source_name,is_award
VLDB,2018,https://openalex.org/W2802609531,The Ubiquity of Large Graphs and Surprising Challenges of Graph Processing: Extended Survey,420,https://openalex.org/S2595095599,Frontiers in Robotics and AI,1
AAAI,2017,https://openalex.org/W2521461771,Label-Free Supervision of Neural Networks with Physics and Domain Knowledge,45,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,1
CHI,2017,https://openalex.org/W2610214088,Kinecting with Orangutans: Zoo Visitors' Empathetic Responses to Animals' Use of Interactive Technology,77,,,1
CHI,2017,https://openalex.org/W4300093098,"Organic Primitives: Synthesis and Design of pH-Reactive Materials using Molecular I/O for Sensing, Actuation, and Interaction",59,,,1
CHI,2017,https://openalex.org/W2594859391,Understanding Public Evaluation: Quantifying Experimenter Intervention,19,,,1
CHI,2017,https://openalex.org/W2591131751,Designing Gamified Applications that Make Safe Driving More Engaging,87,,,1
CHI,2017,https://openalex.org/W2611348597,Illumination Aesthetics: Light as a Creative Material within Computational Design,31,,,1
CHI,2017,https://openalex.org/W2767327746,Empowered participation: How Citizens Use Technology in Local Governance,1232,https://openalex.org/S181659395,Information Systems Frontiers,1
CHI,2017,https://openalex.org/W2778244123,Stories from Survivors: Privacy & Security Practices when Coping with Intimate Partner Abuse,36,https://openalex.org/S2898590181,Development Engineering,1
CHI,2017,https://openalex.org/W2611579020,ShareVR: Enabling Co-Located Experiences for Virtual Reality between HMD and Non-HMD Users,288,,,1
CHI,2017,https://openalex.org/W2610339637,Examining Menstrual Tracking to Inform the Design of Personal Informatics Tools,326,,,1
CHI,2017,https://openalex.org/W2611586694,Explaining the Gap: Visualizing One's Predictions Improves Recall and Comprehension of Data,105,,,1
CHI,2017,https://openalex.org/W2611667142,mHealth for Maternal Mental Health: Everyday Wisdom in Ethical Design,57,,,1
CHI,2017,https://openalex.org/W2610215278,A Critical Lens on Dementia and Design in HCI,186,,,1
CHI,2017,https://openalex.org/W2611474773,What Is Interaction?,209,,,1
CHI,2017,https://openalex.org/W2610874624,BIGnav: Bayesian Information Gain for Guiding Multiscale Navigation,74,,,1
CHI,2017,https://openalex.org/W2611632447,Modelling Learning of New Keyboard Layouts,57,,,1
CHI,2017,https://openalex.org/W2610281177,Flash Organizations: Crowdsourcing Complex Work by Structuring Crowds As Organizations,156,,,1
CHI,2017,https://openalex.org/W2610874523,Reflective Practicum: A Framework of Sensitising Concepts to Design for Transformative Reflection,110,,,1
CHI,2017,https://openalex.org/W2610929834,Fingertip Tactile Devices for Virtual Object Manipulation and Exploration,151,,,1
CHI,2017,https://openalex.org/W2558581619,What Can Be Predicted from Six Seconds of Driver Glances?,50,,,1
CHI,2017,https://openalex.org/W2610414453,Design and Evaluation of a Data-Driven Password Meter,116,,,1
CHI,2017,https://openalex.org/W2610850748,You Want Me to Work with Who?: Stakeholder Perceptions of Automated Team Formation in Project-based Courses,54,,,1
CHI,2017,https://openalex.org/W2603410158,Organic Primitives: Synthesis and Design of pH-Reactive Materials using Molecular I/O for Sensing Actuation and Interaction,1025,https://openalex.org/S316438,Chemical Society Reviews,1
CVPR,2017,https://openalex.org/W2963446712,Densely Connected Convolutional Networks,43369,,,1
CVPR,2017,https://openalex.org/W2567101557,Learning from Simulated and Unsupervised Images through Adversarial Training,195,,,1
IJCAI,2017,https://openalex.org/W2620074062,Foundations of Declarative Data Analysis Using Limit Datalog Programs,1,,,1
S&P,2017,https://openalex.org/W2618267215,Verified Models and Reference Implementations for the TLS 1.3 Standard Candidate,184,,,1
SIGIR,2017,https://openalex.org/W2970128991,BitFunnel: Revisiting Signatures for Search,0,,,1
SIGMETRICS,2017,https://openalex.org/W2576238278,Accelerating Performance Inference over Closed Systems by Asymptotic Methods,14,,,1
SIGMOD,2017,https://openalex.org/W2613088476,Parallelizing Sequential Graph Computations,84,,,1
SODA,2017,https://openalex.org/W2570172216,Subquadratic Algorithms for the Diameter and the Sum of Pairwise Distances in Planar Graphs,17,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,1
VLDB,2017,https://openalex.org/W2583856578,Provenance for Natural Language Queries,29,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,1
AAAI,2016,https://openalex.org/W2555956881,Bidirectional Search That Is Guaranteed to Meet in the Middle,1,https://openalex.org/S7407053046,University of Alberta Library,1
CHI,2016,https://openalex.org/W2407293509,The Effect of Visual Appearance on the Performance of Continuous Sliders and Visual Analogue Scales,107,,,1
CHI,2016,https://openalex.org/W2225313775,Designing Movement-based Play With Young People Using Powered Wheelchairs,55,,,1
CHI,2016,https://openalex.org/W2395063354,Object-Oriented Drawing,104,,,1
CHI,2016,https://openalex.org/W2400260714,Enabling Designers to Foresee Which Colors Users Cannot See,43,,,1
CHI,2016,https://openalex.org/W2402642969,On Looking at the Vagina through Labella,111,,,1
CHI,2016,https://openalex.org/W2405564622,Project Jacquard: Interactive Digital Textiles at Scale,318,,,1
CHI,2016,https://openalex.org/W2582468434,"""I don't Want to Wear a Screen"": Probing Perceptions of and Possibilities for Dynamic Displays on Clothing",1,https://openalex.org/S4306402644,Digital Repository at the University of Maryland (University of Maryland College Park),1
CHI,2016,https://openalex.org/W2351491323,Momentary Pleasure or Lasting Meaning?: Distinguishing Eudaimonic and Hedonic User Experiences,134,,,1
CHI,2016,https://openalex.org/W2346915687,RapID: A Framework for Fabricating Low-Latency Interactive Objects with RFID Tags,64,,,1
CHI,2016,https://openalex.org/W2396575601,HCI Research as Problem-Solving,207,,,1
CHI,2016,https://openalex.org/W2339558352,Haptic Wave: A Cross-Modal Interface for Visually Impaired Audio Producers,63,,,1
CHI,2016,https://openalex.org/W2395423607,FlexCase: Enhancing Mobile Interaction with a Flexible Sensing and Display Cover,29,,,1
CHI,2016,https://openalex.org/W4289875163,Dear Diary: Teens Reflect on Their Weekly Online Risk Experiences,68,https://openalex.org/S4306464181,University of Michigan Press eBooks,1
CHI,2016,https://openalex.org/W2408438722,Understanding and Mitigating the Effects of Device and Cloud Service Design Decisions on the Environmental Footprint of Digital Infrastructure,123,,,1
CHI,2016,https://openalex.org/W2406854312,Enhancing Cross-Device Interaction Scripting with Interactive Illustrations,28,,,1
CHI,2016,https://openalex.org/W2402939184,Learn Piano with BACh: An Adaptive Learning Interface that Adjusts Task Difficulty Based on Brain State,122,,,1
CHI,2016,https://openalex.org/W2400074865,Smart Touch: Improving Touch Accuracy for People with Motor Impairments with Template Matching,74,,,1
CHI,2016,https://openalex.org/W2396533648,"Building a Personalized, Auto-Calibrating Eye Tracker from User Interactions",71,,,1
CHI,2016,https://openalex.org/W2394670422,Developing and Validating the User Burden Scale: A Tool for Assessing User Burden in Computing Systems,169,,,1
CHI,2016,https://openalex.org/W2400341429,Foraging Among an Overabundance of Similar Variants,45,,,1
CHI,2016,https://openalex.org/W2396662988,"Finding Email in a Multi-Account, Multi-Device World",35,,,1
CHI,2016,https://openalex.org/W2273847690,Empath: Understanding Topic Signals in Large-Scale Text,319,,,1
CHI,2016,https://openalex.org/W2398012670,Lock n' LoL: Group-based Limiting Assistance App to Mitigate Smartphone Distractions in Group Activities,104,,,1
CVPR,2016,https://openalex.org/W2194775991,Deep Residual Learning for Image Recognition,215254,,,1
IJCAI,2016,https://openalex.org/W2552810632,Hierarchical Finite State Controllers for Generalized Planning,1120,https://openalex.org/S207023548,Neural Computation,1
OSDI,2016,https://openalex.org/W2576393274,Push-Button Verification of File Systems via Crash Refinement,57,https://openalex.org/S4306420647,Operating Systems Design and Implementation,1
S&P,2016,https://openalex.org/W2511192821,A2: Analog Malicious Hardware,244,,,1
SIGIR,2016,https://openalex.org/W2340380384,Understanding Information Need: An fMRI Study,61,,,1
SIGMETRICS,2016,https://openalex.org/W2339552468,On the Duration and Intensity of Competitions in Nonlinear Pólya Urn Processes with Fitness,5,,,1
SIGMOD,2016,https://openalex.org/W2421547754,Wander Join: Online Aggregation via Random Walks,147,,,1
SODA,2016,https://openalex.org/W2953390354,An Improved Distributed Algorithm for Maximal Independent Set,104,,,1
SODA,2016,https://openalex.org/W3163127969,Near-Optimal Light Spanners,12,https://openalex.org/S137348503,ACM Transactions on Algorithms,1
VLDB,2016,https://openalex.org/W4234138276,Compressed Linear Algebra for Large-Scale Machine Learning,20,https://openalex.org/S78926909,The VLDB Journal,1
AAAI,2015,https://openalex.org/W2211594368,From Non-Negative to General Operator Cost Partitioning,77,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,1
CHI,2015,https://openalex.org/W1974329625,Affordance++: Allowing Objects to Communicate Dynamic Use,130,,,1
CHI,2015,https://openalex.org/W2077940530,VelociTap: Investigating Fast Mobile Text Entry using Sentence-Based Decoding of Touchscreen Keyboard Input,124,,,1
CHI,2015,https://openalex.org/W2171022339,What Makes Interruptions Disruptive?: A Process-Model Account of the Effects of the Problem State Bottleneck on Task Interruption and Resumption,153,,,1
CHI,2015,https://openalex.org/W1993143504,Lightweight Relief Shearing for Enhanced Terrain Perception on Interactive Maps,45,,,1
CHI,2015,https://openalex.org/W2169549255,The Social Impact of a Robot Co-Worker in Industrial Settings,207,,,1
CHI,2015,https://openalex.org/W2114469472,Sangeet Swara: A Community-Moderated Voice Forum in Rural India,95,,,1
CHI,2015,https://openalex.org/W2171206549,Understanding and Supporting Fathers and Fatherhood on Social Media Sites,178,,,1
CHI,2015,https://openalex.org/W2071865879,Patina Engraver: Visualizing Activity Logs as Patina in Fashionable Trackers,44,,,1
CHI,2015,https://openalex.org/W2162482411,Fluid Grouping: Quantifying Group Engagement around Interactive Tabletop Exhibits in the Wild,53,,,1
CHI,2015,https://openalex.org/W1972988737,Resilience Mitigates the Negative Effects of Adolescent Internet Addiction and Online Risk Exposure,120,,,1
CHI,2015,https://openalex.org/W2148163144,BaseLase: An Interactive Focus+Context Laser Floor,17,,,1
CHI,2015,https://openalex.org/W2141795668,Tiree Energy Pulse: Exploring Renewable Energy Forecasts on the Edge of the Grid,54,,,1
CHI,2015,https://openalex.org/W2163444123,"iSkin: Flexible, Stretchable and Visually Customizable On-Body Touch Sensors for Mobile Computing",357,,,1
CHI,2015,https://openalex.org/W2040372247,Designing Political Deliberation Environments to Support Interactions in the Public Sphere,65,,,1
CHI,2015,https://openalex.org/W1924429363,From User-Centered to Adoption-Centered Design: A Case Study of an HCI Research Innovation Becoming a Product,909,https://openalex.org/S57293258,MIS Quarterly,1
CHI,2015,https://openalex.org/W2193303691,"Acoustruments: Passive, Acoustically-Driven, Interactive Controls for Handheld Devices",13,,,1
CHI,2015,https://openalex.org/W4253045713,"The Heart Work of Wikipedia: Gendered, Emotional Labor in the World's Largest Online Encyclopedia",8,https://openalex.org/S4306464181,University of Michigan Press eBooks,1
CHI,2015,https://openalex.org/W2149252982,Unequal Representation and Gender Stereotypes in Image Search Results for Occupations,497,,,1
CHI,2015,https://openalex.org/W2071620178,Sharing is Caring: Assistive Technology Designs on Thingiverse,201,,,1
CHI,2015,https://openalex.org/W1964639420,ColourID: Improving Colour Identification for People with Impaired Colour Vision,30,,,1
CVPR,2015,https://openalex.org/W1938204631,DynamicFusion: Reconstruction and Tracking of Non-rigid Scenes in Real-Time,952,,,1
IJCAI,2015,https://openalex.org/W2399956932,Recursive Decomposition for Nonconvex Optimization,0,https://openalex.org/S4306419999,International Joint Conference on Artificial Intelligence,1
IJCAI,2015,https://openalex.org/W2497473102,Bayesian Active Learning for Posterior Estimation,32,https://openalex.org/S4306419142,International Conference on Artificial Intelligence,1
S&P,2015,https://openalex.org/W2580339477,A Messy State of the Union: Taming the Composite State Machines of TLS,30,https://openalex.org/S103482838,Communications of the ACM,1
S&P,2015,https://openalex.org/W1536141561,Riposte: An Anonymous Messaging System Handling Millions of Users,132,,,1
SIGIR,2015,https://openalex.org/W2070299948,QuickScorer: A Fast Algorithm to Rank Documents with Additive Ensembles of Regression Trees,74,,,1
SIGMETRICS,2015,https://openalex.org/W3212975581,Spy vs. Spy: Rumor Source Obfuscation,33,https://openalex.org/S4210187660,ACM SIGMETRICS Performance Evaluation Review,1
SIGMOD,2015,https://openalex.org/W2092799168,"DBSCAN Revisited: Mis-Claim, Un-Fixability, and Approximation",218,,,1
SODA,2015,https://openalex.org/W2565184432,The Parameterized Complexity of k-Biclique,16,,,1
VLDB,2015,https://openalex.org/W2269738476,Constructing an interactive natural language interface for relational databases,430,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,1
AAAI,2014,https://openalex.org/W151167705,Recovering from Selection Bias in Causal and Statistical Inference,95,https://openalex.org/S4306462769,ACM eBooks,1
CHI,2014,https://openalex.org/W2137864660,Consumed Endurance: A Metric to Quantify Arm Fatigue of Mid-Air Interactions,380,,,1
CHI,2014,https://openalex.org/W2005511465,Duet: Exploring Joint Interactions on a Smart Phone and a Smart Watch,33,,,1
CHI,2014,https://openalex.org/W2081933842,Type-Hover-Swipe in 96 Bytes: A Motion Sensing Mechanical Keyboard,39,,,1
CHI,2014,https://openalex.org/W2005996634,Effects of Display Size and Navigation Type on a Classification Task,74,,,1
CHI,2014,https://openalex.org/W2094690640,MixFab: a Mixed-Reality Environment for Personal Fabrication,159,,,1
CHI,2014,https://openalex.org/W2155058526,Growing Closer on Meta: Changes in Tie Strength Through Social Network Site Use,648,https://openalex.org/S59628311,Behavioral and Brain Sciences,1
CHI,2014,https://openalex.org/W2125898659,"Emerging Sites of HCI Innovation: Hackerspaces, Hardware Startups & Incubators",278,,,1
CHI,2014,https://openalex.org/W2059268796,"Designing for Slowness, Anticipation and Re-visitation: A Long Term Field Study of the Photobox",187,,,1
CHI,2014,https://openalex.org/W2140006089,Estimating the Social Costs of Friendsourcing,38,,,1
CHI,2014,https://openalex.org/W1985475196,Human Values in Curating a Human Rights Media Archive,19,,,1
CHI,2014,https://openalex.org/W2250553926,"""Narco"" Emotions: Affect and Desensitization in Social Media during the Mexican Drug War",680,,,1
CHI,2014,https://openalex.org/W2047781873,Real-time Feedback for Improving Medication Taking,78,,,1
CHI,2014,https://openalex.org/W2162409443,Structured Labeling for Facilitating Concept Evolution in Machine Learning,104,,,1
CHI,2014,https://openalex.org/W2117160827,Towards Accurate and Practical Predictive Models of Active-Vision-Based Visual Search,97,,,1
CHI,2014,https://openalex.org/W2051295909,RetroDepth: 3D Silhouette Sensing for High-Precision Input On and Above Physical Surfaces,30,,,1
CHI,2014,https://openalex.org/W2124910144,Understanding Multitasking Through Parallelized Strategy Exploration and Individualized Cognitive Modeling,19,,,1
CHI,2014,https://openalex.org/W2106612861,Making Sustainability Sustainable: Challenges in the Design of Eco-Interaction Technologies,97,,,1
CVPR,2014,https://openalex.org/W2032643440,What Camera Motion Reveals About Shape with Unknown BRDF,27,,,1
OSDI,2014,https://openalex.org/W2265366104,Arrakis: The Operating System is the Control Plane,102,https://openalex.org/S193109227,ACM Transactions on Computer Systems,1
OSDI,2014,https://openalex.org/W2061643296,Shielding Applications from an Untrusted Cloud with Haven,448,https://openalex.org/S193109227,ACM Transactions on Computer Systems,1
OSDI,2014,https://openalex.org/W2169414316,IX: A Protected Dataplane Operating System for High Throughput and Low Latency,306,,,1
S&P,2014,https://openalex.org/W2302922559,Secure Multiparty Computations on BitCoin,80,https://openalex.org/S103482838,Communications of the ACM,1
SIGIR,2014,https://openalex.org/W2089455813,Partitioned Elias-Fano Indexes,126,,,1
SIGMETRICS,2014,https://openalex.org/W319976220,Concave switching in single and multihop networks,22,,,1
SIGMOD,2014,https://openalex.org/W2099102906,Materialization Optimizations for Feature Selection Workloads,107,,,1
SODA,2014,https://openalex.org/W2296493992,Polynomiality for Bin Packing with a Constant Number of Item Types,0,https://openalex.org/S118992489,Journal of the ACM,1
SODA,2014,https://openalex.org/W2278710066,"An Almost-Linear-Time Algorithm for Approximate Max Flow in Undirected Graphs, and its Multicommodity Generalizations",150,,,1
VLDB,2014,https://openalex.org/W2243512312,The Uncracked Pieces in Database Cracking,65,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,1
VLDB,2014,https://openalex.org/W4230031594,epiC: an Extensible and Scalable System for Processing Big Data,14,https://openalex.org/S78926909,The VLDB Journal,1
VLDB,2014,https://openalex.org/W2294510862,M4: A Visualization-Oriented Time Series Data Aggregation,92,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,1
VLDB,2014,https://openalex.org/W2797202077,Building Efficient Query Engines in a High-Level Language,40,https://openalex.org/S90119964,ACM Transactions on Database Systems,1
VLDB,2014,https://openalex.org/W3009330983,On k-Path Covers and their Applications,12,https://openalex.org/S78926909,The VLDB Journal,1
AAAI,2013,https://openalex.org/W2186424956,SMILe: Shuffled Multiple-Instance Learning,3,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,1
AAAI,2013,https://openalex.org/W2215753997,HC-Search: Learning Heuristics and Cost Functions for Structured Prediction,12,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,1
CHI,2013,https://openalex.org/W2052209137,Weighted Graph Comparison Techniques for Brain Connectivity Analysis,175,,,1
CHI,2013,https://openalex.org/W2158892938,Analyzing User-Generated YouTube Videos to Understand Touchscreen Use by People with Motor Impairments,194,,,1
CHI,2013,https://openalex.org/W2032438879,"What is ""Critical"" About Critical Design?",438,,,1
CHI,2013,https://openalex.org/W2021826037,The Dubuque Electricity Portal: Evaluation of a City-Scale Residential Electricity Consumption Feedback System,34,,,1
CHI,2013,https://openalex.org/W2128640376,Improving Navigation-Based File Retrieval,31,,,1
CHI,2013,https://openalex.org/W4241693488,SPRWeb: Preserving Subjective Responses to Website Colour Schemes through Automatic Recolouring,31,,,1
CHI,2013,https://openalex.org/W1986345088,The Efficacy of Human Post-Editing for Language Translation,190,,,1
CHI,2013,https://openalex.org/W1988133012,"Mind the Theoretical Gap: Interpreting, Using, and Developing Behavioral Theory in HCI Research",178,https://openalex.org/S202381698,PLoS ONE,1
CHI,2013,https://openalex.org/W2147603330,Turkopticon: Interrupting Worker Invisibility in Amazon Mechanical Turk,759,,,1
CHI,2013,https://openalex.org/W4240168875,IllumiRoom: Peripheral Projected Illusions for Interactive Experiences,172,,,1
CHI,2013,https://openalex.org/W2007644286,Webzeitgeist: Design Mining the Web,135,,,1
CHI,2013,https://openalex.org/W4243991703,LaserOrigami: Laser-Cutting 3D Objects,106,,,1
CHI,2013,https://openalex.org/W2056225838,Labor Dynamics in a Mobile Micro-Task Market,106,,,1
CHI,2013,https://openalex.org/W1997652918,Job Opportunities through Entertainment: Virally Spread Speech-Based Services for Low-Literate Users,3,https://openalex.org/S2764421862,International Journal of Information and Education Technology,1
CHI,2013,https://openalex.org/W2109727442,Screenfinity: Extending the Perception Area of Content on Very Large Public Displays,36,,,1
CHI,2013,https://openalex.org/W2025802550,Reasons to Question Seven Segment Displays,19,,,1
CHI,2013,https://openalex.org/W2163568095,"The Many Faces of Meta: Experiencing Social Media as Performance, Exhibition, and Personal Archive",125,https://openalex.org/S4306462833,Amsterdam University Press eBooks,1
CVPR,2013,https://openalex.org/W2337673916,"Fast, Accurate Detection of 100,000 Object Classes on a Single Machine",1,,,1
IJCAI,2013,https://openalex.org/W1562564857,Flexibility and Decoupling in the Simple Temporal Problem,1,https://openalex.org/S4306400906,Research Repository (Delft University of Technology),1
S&P,2013,https://openalex.org/W2252150191,Pinocchio: Nearly Practical Verifiable Computation,185,https://openalex.org/S103482838,Communications of the ACM,1
SIGIR,2013,https://openalex.org/W2159205954,Beliefs and Biases in Web Search,182,,,1
SIGMETRICS,2013,https://openalex.org/W2145432435,Queueing System Topologies with Limited Flexibility,37,,,1
SIGMOD,2013,https://openalex.org/W2002203222,Massive Graph Triangulation,132,,,1
SODA,2013,https://openalex.org/W4239159750,A Simple Algorithm for the Graph Minor Decomposition - Logic meets Structural Graph Theory,12,,,1
SODA,2013,https://openalex.org/W4238411931,Dynamic graph connectivity in polylogarithmic worst case time,85,,,1
VLDB,2013,https://openalex.org/W2033201131,DisC Diversity: Result Diversification based on Dissimilarity and Coverage,81,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,1
AAAI,2012,https://openalex.org/W2293636571,Learning SVM Classifiers with Indefinite Kernels,27,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,1
AAAI,2012,https://openalex.org/W1512874001,Document Summarization Based on Data Reconstruction,119,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,1
CHI,2012,https://openalex.org/W2136345490,Observational and Experimental Investigation of Typing Behaviour using Virtual Keyboards for Mobile Devices,97,,,1
CHI,2012,https://openalex.org/W2126298837,The Normal Natural Troubles of Driving with GPS,108,,,1
CHI,2012,https://openalex.org/W2060696172,Improving Command Selection with CommandMaps,116,,,1
CHI,2012,https://openalex.org/W2166132393,Detecting Error-Related Negativity for Interaction Design,63,,,1
CHI,2012,https://openalex.org/W2048608322,"Empathy, Participatory Design and People with Dementia",247,,,1
CHI,2012,https://openalex.org/W1823310840,Looking Glass: A Field Study on Noticing Interactivity of Shop Windows,71,https://openalex.org/S4306462833,Amsterdam University Press eBooks,1
CHI,2012,https://openalex.org/W2030343501,Affordances in HCI: Toward a Mediated Action Perspective,230,,,1
CHI,2012,https://openalex.org/W2047883041,Personas and Decision Making in the Design Process: An Ethnographic Case Study,132,,,1
CHI,2012,https://openalex.org/W1974923332,Using Rhythmic Patterns as an Input Method,39,,,1
CHI,2012,https://openalex.org/W2168953163,Revisiting the Jacquard Loom: Threads of History and Current Patterns in HCI,52,,,1
CHI,2012,https://openalex.org/W2295996570,Uncomfortable Interactions,269,,,1
CVPR,2012,https://openalex.org/W1994804971,A Simple Prior-free Method for Non-Rigid Structure-from-Motion Factorization,282,https://openalex.org/S25538012,International Journal of Computer Vision,1
OSDI,2012,https://openalex.org/W1984533413,Spanner: Google's Globally-Distributed Database,7,,,1
SIGIR,2012,https://openalex.org/W2029009258,Time-Based Calibration of Effectiveness Measures,200,,,1
SIGMETRICS,2012,https://openalex.org/W2101221989,Temperature management in data centers: why some (might) like it hot,196,,,1
SIGMOD,2012,https://openalex.org/W2123458705,High-Performance Complex Event Processing over XML Streams,62,,,1
SODA,2012,https://openalex.org/W1995509853,Computing all maps into a sphere,35,https://openalex.org/S118992489,Journal of the ACM,1
