conference,year,openalex_id,title,cited_by_count,source_id,source_name,is_award
OSDI,2018,https://openalex.org/W2899472238,"Three steps is all you need: fast, accurate, automatic scaling decisions for distributed streaming dataflows",57,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2804032941,TVM: an automated end-to-end optimizing compiler for deep learning,909,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2899160556,Pocket: elastic ephemeral storage for serverless analytics,159,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2899435347,Graviton: trusted execution environments on GPUs,124,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2899106940,Adaptive dynamic checkpointing for safe efficient intermittent computing,92,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2898855235,Neural adaptive content-aware internet video delivery,88,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2898662556,Write-optimized and high-performance hashing index scheme for persistent memory,87,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2898662643,Floem: a programming system for NIC-accelerated network applications,65,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2899117404,Taming performance variability,63,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2899225507,Deconstructing RDMA-enabled distributed transactions: hybrid is better,63,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2899472238,"Three steps is all you need: fast, accurate, automatic scaling decisions for distributed streaming dataflows",57,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2804032941,TVM: an automated end-to-end optimizing compiler for deep learning,909,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2899160556,Pocket: elastic ephemeral storage for serverless analytics,159,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2899435347,Graviton: trusted execution environments on GPUs,124,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2899106940,Adaptive dynamic checkpointing for safe efficient intermittent computing,92,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2898855235,Neural adaptive content-aware internet video delivery,88,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2898662556,Write-optimized and high-performance hashing index scheme for persistent memory,87,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2898662643,Floem: a programming system for NIC-accelerated network applications,65,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2899117404,Taming performance variability,63,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2899225507,Deconstructing RDMA-enabled distributed transactions: hybrid is better,63,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
OSDI,2018,https://openalex.org/W2899472238,"Three steps is all you need: fast, accurate, automatic scaling decisions for distributed streaming dataflows",57,https://openalex.org/S4306420647,Operating Systems Design and Implementation,0
SIGMETRICS,2018,https://openalex.org/W4252654521,Distributed Statistical Machine Learning in Adversarial Settings,351,https://openalex.org/S4210193547,Proceedings of the ACM on Measurement and Analysis of Computing Systems,0
SIGMETRICS,2018,https://openalex.org/W2731312897,Expected Values Estimated via Mean-Field Approximation are 1/N-Accurate,58,https://openalex.org/S4210193547,Proceedings of the ACM on Measurement and Analysis of Computing Systems,0
SIGMETRICS,2018,https://openalex.org/W2997613220,Understanding Reduced-Voltage Operation in Modern DRAM Devices,52,https://openalex.org/S4210193547,Proceedings of the ACM on Measurement and Analysis of Computing Systems,0
SIGMETRICS,2018,https://openalex.org/W3005736915,Designing Low-Complexity Heavy-Traffic Delay-Optimal Load Balancing Schemes,44,https://openalex.org/S4210193547,Proceedings of the ACM on Measurement and Analysis of Computing Systems,0
SIGMETRICS,2018,https://openalex.org/W4241517995,Dandelion,40,https://openalex.org/S4210193547,Proceedings of the ACM on Measurement and Analysis of Computing Systems,0
SIGMETRICS,2018,https://openalex.org/W2951258124,Optimal Posted Prices for Online Cloud Resource Allocation,29,https://openalex.org/S4210193547,Proceedings of the ACM on Measurement and Analysis of Computing Systems,0
SIGMETRICS,2018,https://openalex.org/W3010484576,Quality and Cost of Deterministic Network Calculus,26,https://openalex.org/S4210193547,Proceedings of the ACM on Measurement and Analysis of Computing Systems,0
SIGMETRICS,2018,https://openalex.org/W4233386150,Design-Induced Latency Variation in Modern DRAM Chips,25,https://openalex.org/S4210193547,Proceedings of the ACM on Measurement and Analysis of Computing Systems,0
SIGMETRICS,2018,https://openalex.org/W2949192595,Optimal Service Elasticity in Large-Scale Distributed Systems,24,https://openalex.org/S4210193547,Proceedings of the ACM on Measurement and Analysis of Computing Systems,0
SIGMETRICS,2018,https://openalex.org/W2949495319,Towards Optimality in Parallel Scheduling,18,https://openalex.org/S4210193547,Proceedings of the ACM on Measurement and Analysis of Computing Systems,0
SODA,2018,https://openalex.org/W2800203331,Trends in China's anthropogenic emissions since 2010 as the consequence of clean air actions,2815,https://openalex.org/S162708223,Atmospheric chemistry and physics,0
SODA,2018,https://openalex.org/W2737721127,The Ozone Monitoring Instrument: overview of 14 years in space,498,https://openalex.org/S162708223,Atmospheric chemistry and physics,0
SODA,2018,https://openalex.org/W2766974099,"Non-methane organic gas emissions from biomass burning: identification, quantification, and emission factors from PTR-ToF during the FIREX 2016 laboratory experiment",436,https://openalex.org/S162708223,Atmospheric chemistry and physics,0
SODA,2018,https://openalex.org/W2786588599,Random forest meteorological normalisation models for Swiss PM <sub>10</sub> trend analysis,419,https://openalex.org/S162708223,Atmospheric chemistry and physics,0
SODA,2018,https://openalex.org/W2745970488,"The Network for the Detection of Atmospheric Composition Change (NDACC): history, status and perspectives",380,https://openalex.org/S162708223,Atmospheric chemistry and physics,0
SODA,2018,https://openalex.org/W2786941826,Evidence for a continuous decline in lower stratospheric ozone offsetting ozone layer recovery,375,https://openalex.org/S162708223,Atmospheric chemistry and physics,0
SODA,2018,https://openalex.org/W2747050720,Agricultural ammonia emissions in China: reconciling bottom-up and top-down estimates,374,https://openalex.org/S162708223,Atmospheric chemistry and physics,0
SODA,2018,https://openalex.org/W2900379721,Relationships between the planetary boundary layer height and surface pollutants derived from lidar observations over China: regional pattern and influencing factors,351,https://openalex.org/S162708223,Atmospheric chemistry and physics,0
SODA,2018,https://openalex.org/W2797722950,Wintertime photochemistry in Beijing: observations of RO <sub> <i>x</i> </sub> radical concentrations in the North China Plain during the BEST-ONE campaign,331,https://openalex.org/S162708223,Atmospheric chemistry and physics,0
SODA,2018,https://openalex.org/W2888494744,"Depolarization and lidar ratios at 355, 532, and 1064 nm and microphysical properties of aged tropospheric and stratospheric Canadian wildfire smoke",307,https://openalex.org/S162708223,Atmospheric chemistry and physics,0
SODA,2018,https://openalex.org/W2951747536,Hierarchical Clustering,193,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2018,https://openalex.org/W2909539666,Near Optimal Online Algorithms and Fast Approximation Algorithms for Resource Allocation Problems,81,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2018,https://openalex.org/W2991150483,The Weisfeiler--Leman Dimension of Planar Graphs Is at Most 3,37,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2018,https://openalex.org/W2914272038,Uniform Sampling Through the Lovász Local Lemma,42,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2018,https://openalex.org/W2938658492,"Approximate Counting, the Lovász Local Lemma, and Inference in Graphical Models",33,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2018,https://openalex.org/W2921785090,Approaching 3/2 for the <i>s</i> - <i>t</i> -path TSP,30,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2018,https://openalex.org/W2968783941,On the Parameterized Complexity of Approximating Dominating Set,30,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2018,https://openalex.org/W2950407838,"Nonhomogeneous Place-dependent Markov Chains, Unsynchronised AIMD, and Optimisation",15,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2018,https://openalex.org/W2950127069,The Salesman’s Improved Paths through Forests,14,https://openalex.org/S118992489,Journal of the ACM,0
SODA,2018,https://openalex.org/W2951182186,Toward Verifying Nonlinear Integer Arithmetic,5,https://openalex.org/S118992489,Journal of the ACM,0
VLDB,2018,https://openalex.org/W2896735034,"A Systematic Review of Social Presence: Definition, Antecedents, and Implications",891,https://openalex.org/S2595095599,Frontiers in Robotics and AI,0
VLDB,2018,https://openalex.org/W2806760695,Avatar Embodiment. Towards a Standardized Questionnaire,462,https://openalex.org/S2595095599,Frontiers in Robotics and AI,0
VLDB,2018,https://openalex.org/W2792435043,Meaningful Human Control over Autonomous Systems: A Philosophical Account,410,https://openalex.org/S2595095599,Frontiers in Robotics and AI,0
VLDB,2018,https://openalex.org/W2807783427,Immersive VR and Education: Embodied Design Principles That Include Gesture and Hand Controls,345,https://openalex.org/S2595095599,Frontiers in Robotics and AI,0
VLDB,2018,https://openalex.org/W2889529934,Soft Robots Manufacturing: A Review,321,https://openalex.org/S2595095599,Frontiers in Robotics and AI,0
VLDB,2018,https://openalex.org/W2791303701,Learning Empathy Through Virtual Reality: Multiple Strategies for Training Empathy-Related Abilities Using Body Ownership Illusions in Embodied Virtual Reality,272,https://openalex.org/S2595095599,Frontiers in Robotics and AI,0
VLDB,2018,https://openalex.org/W2805031923,Cooperative Object Transport in Multi-Robot Systems: A Review of the State-of-the-Art,214,https://openalex.org/S2595095599,Frontiers in Robotics and AI,0
VLDB,2018,https://openalex.org/W2807119323,Passive Back Support Exoskeleton Improves Range of Motion Using Flexible Beams,195,https://openalex.org/S2595095599,Frontiers in Robotics and AI,0
VLDB,2018,https://openalex.org/W2790610816,A Review of Future and Ethical Perspectives of Robotics and AI,173,https://openalex.org/S2595095599,Frontiers in Robotics and AI,0
VLDB,2018,https://openalex.org/W2801932927,"Rationale, Implementation and Evaluation of Assistive Strategies for an Active Back-Support Exoskeleton",164,https://openalex.org/S2595095599,Frontiers in Robotics and AI,0
AAAI,2017,https://openalex.org/W2274287116,"Inception-v4, Inception-ResNet and the Impact of Residual Connections on Learning",4483,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2017,https://openalex.org/W2964268978,SeqGAN: Sequence Generative Adversarial Nets with Policy Gradient,2265,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2017,https://openalex.org/W2528639018,Deep Spatio-Temporal Residual Networks for Citywide Crowd Flows Prediction,2097,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2017,https://openalex.org/W2561529111,ConceptNet 5.5: An Open Multilingual Graph of General Knowledge,2013,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2017,https://openalex.org/W2952138241,SummaRuNNer: A Recurrent Neural Network Based Sequence Model for Extractive Summarization of Documents,949,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2017,https://openalex.org/W2604942799,Community Preserving Network Embedding,917,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2017,https://openalex.org/W2963697299,Robust Loss Functions under Label Noise for Deep Neural Networks,888,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2017,https://openalex.org/W2550687635,TextBoxes: A Fast Text Detector with a Single Deep Neural Network,847,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2017,https://openalex.org/W2950568498,An End-to-End Spatio-Temporal Attention Model for Human Action Recognition from Skeleton Data,838,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
AAAI,2017,https://openalex.org/W2604723872,Multi-View Clustering and Semi-Supervised Classification with Adaptive Neighbours,556,https://openalex.org/S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,0
CHI,2017,https://openalex.org/W2622458265,Re-examining the Unified Theory of Acceptance and Use of Technology (UTAUT): Towards a Revised Theoretical Model,1830,https://openalex.org/S181659395,Information Systems Frontiers,0
CHI,2017,https://openalex.org/W2621621268,Integrating cognitive antecedents into TAM to explain mobile banking behavioral intention: A SEM-neural network modeling,218,https://openalex.org/S181659395,Information Systems Frontiers,0
CHI,2017,https://openalex.org/W2772642027,Privacy and Personalization in Continued Usage Intention of Mobile Banking: An Integrative Perspective,137,https://openalex.org/S181659395,Information Systems Frontiers,0
CHI,2017,https://openalex.org/W2781398974,The Impact of Social Media on Consumers’ Acculturation and Purchase Intentions,122,https://openalex.org/S181659395,Information Systems Frontiers,0
CHI,2017,https://openalex.org/W2584283192,Understanding mobile hotel booking loyalty: an integration of privacy calculus theory and trust-risk framework,119,https://openalex.org/S181659395,Information Systems Frontiers,0
CHI,2017,https://openalex.org/W2596910185,Driving public sector innovation using big and open linked data (BOLD),114,https://openalex.org/S181659395,Information Systems Frontiers,0
CHI,2017,https://openalex.org/W2752900252,User Personality and User Satisfaction with Recommender Systems,110,https://openalex.org/S181659395,Information Systems Frontiers,0
CHI,2017,https://openalex.org/W2577932382,"Crowdsourcing roles, methods and tools for data-intensive disaster management",108,https://openalex.org/S181659395,Information Systems Frontiers,0
CHI,2017,https://openalex.org/W2605544885,Risks and rewards of cloud computing in the UK public sector: A reflection on three Organisational case studies,103,https://openalex.org/S181659395,Information Systems Frontiers,0
CHI,2017,https://openalex.org/W2761189529,Analysis of Factors that Influence Customers’ Willingness to Leave Big Data Digital Footprints on Social Media: A Systematic Review of Literature,102,https://openalex.org/S181659395,Information Systems Frontiers,0
CHI,2017,https://openalex.org/W2625216095,Limestone calcined clay cement as a low-carbon solution to meet expanding cement demand in emerging economies,281,https://openalex.org/S2898590181,Development Engineering,0
CHI,2017,https://openalex.org/W2573381006,Insulated Solar Electric Cooking – Tomorrow's healthy affordable stoves?,37,https://openalex.org/S2898590181,Development Engineering,0
CHI,2017,https://openalex.org/W2763431508,Piloting the use of accelerometry devices to capture energy expenditure in agricultural and rural livelihoods: Protocols and findings from northern Ghana,35,https://openalex.org/S2898590181,Development Engineering,0
CHI,2017,https://openalex.org/W2774660002,Estimating the price (in)elasticity of off-grid electricity demand,20,https://openalex.org/S2898590181,Development Engineering,0
CHI,2017,https://openalex.org/W2772731311,The double-edged sword of mobilizing citizens via mobile phone in developing countries,20,https://openalex.org/S2898590181,Development Engineering,0
CHI,2017,https://openalex.org/W2728030092,Cost effectiveness of medical devices to diagnose pre-eclampsia in low-resource settings,18,https://openalex.org/S2898590181,Development Engineering,0
CHI,2017,https://openalex.org/W2740930656,Adoption of energy-efficient televisions for expanded off-grid electricity service,11,https://openalex.org/S2898590181,Development Engineering,0
CHI,2017,https://openalex.org/W2729260836,Natural gas to improve energy security in Small Island Developing States: A techno-economic analysis,10,https://openalex.org/S2898590181,Development Engineering,0
CHI,2017,https://openalex.org/W2606344399,Rapid prototyping a school-based health program in the developing world,6,https://openalex.org/S2898590181,Development Engineering,0
CHI,2017,https://openalex.org/W4246531139,Editorial Board (IFC),0,https://openalex.org/S2898590181,Development Engineering,0
CHI,2017,https://openalex.org/W2575823937,Electrocatalysis for the oxygen evolution reaction: recent development and future perspectives,5968,https://openalex.org/S316438,Chemical Society Reviews,0
CHI,2017,https://openalex.org/W2603442821,Sodium-ion batteries: present and future,4895,https://openalex.org/S316438,Chemical Society Reviews,0
CHI,2017,https://openalex.org/W2610608721,Metal–organic frameworks: functional luminescent and photonic materials for sensing applications,2990,https://openalex.org/S316438,Chemical Society Reviews,0
CHI,2017,https://openalex.org/W2624317658,Cellular uptake of nanoparticles: journey inside the cell,2608,https://openalex.org/S316438,Chemical Society Reviews,0
CHI,2017,https://openalex.org/W2582344271,Recent advances in organic thermally activated delayed fluorescence materials,2299,https://openalex.org/S316438,Chemical Society Reviews,0
CHI,2017,https://openalex.org/W2753377532,Latest advances in supercapacitors: from new electrode materials to novel device designs,1937,https://openalex.org/S316438,Chemical Society Reviews,0
CHI,2017,https://openalex.org/W2763434265,"Fluorescent chemosensors: the past, present and future",1909,https://openalex.org/S316438,Chemical Society Reviews,0
CHI,2017,https://openalex.org/W2626830377,Metal–organic frameworks meet metal nanoparticles: synergistic effect for enhanced catalysis,1850,https://openalex.org/S316438,Chemical Society Reviews,0
CHI,2017,https://openalex.org/W2668221079,Photoelectrochemical devices for solar water splitting – materials and challenges,1557,https://openalex.org/S316438,Chemical Society Reviews,0
CHI,2017,https://openalex.org/W2734204036,Electromagnetic theories of surface-enhanced Raman spectroscopy,1462,https://openalex.org/S316438,Chemical Society Reviews,0
SODA,2017,https://openalex.org/W2962844620,Input sparsity time low-rank approximation via ridge leverage score sampling,64,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,0
SODA,2017,https://openalex.org/W2962891378,Statistical query algorithms for mean vector estimation and stochastic convex optimization,36,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,0
SODA,2017,https://openalex.org/W2508647357,A hierarchy of lower bounds for sublinear additive spanners,35,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,0
SODA,2017,https://openalex.org/W2570014581,Deterministic partially dynamic single source shortest paths for sparse graphs,35,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,0
SODA,2017,https://openalex.org/W2570965098,LSH forest: practical algorithms made theoretical,17,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,0
SODA,2017,https://openalex.org/W2963497715,Find your place: simple distributed algorithms for community detection,17,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,0
SODA,2017,https://openalex.org/W2569902587,Better approximations for tree sparsity in nearly-linear time,22,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,0
SODA,2017,https://openalex.org/W2963060913,Random cluster dynamics for the ising model is rapidly mixing,21,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,0
SODA,2017,https://openalex.org/W2964013013,A framework for similarity search with space-time tradeoffs using locality-sensitive filtering,17,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,0
SODA,2017,https://openalex.org/W2962708254,Computing minimum cuts in hypergraphs,15,https://openalex.org/S4306420974,Symposium on Discrete Algorithms,0
VLDB,2017,https://openalex.org/W2769041395,Snorkel,731,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2017,https://openalex.org/W2591700809,HoloClean,438,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2017,https://openalex.org/W2585226541,Truth inference in crowdsourcing,419,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2017,https://openalex.org/W2752236330,NoScope,354,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2017,https://openalex.org/W2728796024,An experimental evaluation of point-of-interest recommendation in location-based social networks,304,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2017,https://openalex.org/W2753910905,Samza,251,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2017,https://openalex.org/W2621145626,Attribute-driven community search,238,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2017,https://openalex.org/W2752238980,State management in Apache Flink®,228,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2017,https://openalex.org/W2594188495,Effective community search over large spatial graphs,210,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
VLDB,2017,https://openalex.org/W2584356431,KBQA,199,https://openalex.org/S4210226185,Proceedings of the VLDB Endowment,0
AAAI,2016,https://openalex.org/W2256531418,The future of thematic children’s rights institutions in a national human rights institution world: The Paris Principles and the UN Committee on the Rights of the Child,32,https://openalex.org/S7407053046,University of Alberta Library,0
AAAI,2016,https://openalex.org/W2153085504,Non-Consequentialism Demystified,18,https://openalex.org/S7407053046,University of Alberta Library,0
AAAI,2016,https://openalex.org/W2566958553,Reading risk in online news articles about artificial intelligence,12,https://openalex.org/S7407053046,University of Alberta Library,0
AAAI,2016,https://openalex.org/W2175262719,Forms of Capital as Facilitators of Internationally Educated Nurses’ Integration into the Registered Nursing Workforce in Canada,9,https://openalex.org/S7407053046,University of Alberta Library,0
AAAI,2016,https://openalex.org/W2182082243,Live-in Caregivers in Fort McMurray: a Socioeconomic Footprint,5,https://openalex.org/S7407053046,University of Alberta Library,0
AAAI,2016,https://openalex.org/W2792928757,Optimizing adoption and diffusion of medical devices at the system level,6,https://openalex.org/S7407053046,University of Alberta Library,0
AAAI,2016,https://openalex.org/W2132025224,The Changing Health of Canadian Grandparents,5,https://openalex.org/S7407053046,University of Alberta Library,0
AAAI,2016,https://openalex.org/W2802489915,"Bioarchaeology of the Indus Valley Civilization: Biological Affinities, Paleopathology, and Chemical Analyses",5,https://openalex.org/S7407053046,University of Alberta Library,0
AAAI,2016,https://openalex.org/W2258036972,"It's all about, like, acoustics",4,https://openalex.org/S7407053046,University of Alberta Library,0
AAAI,2016,https://openalex.org/W2792667311,Supporting students' self-determined motivation to learn languages,4,https://openalex.org/S7407053046,University of Alberta Library,0
CHI,2016,https://openalex.org/W2301203322,Erotic Curse Tablets from the Heroön of Opheltes at Nemea,19,https://openalex.org/S4306402644,Digital Repository at the University of Maryland (University of Maryland College Park),0
